"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"1C","Cadmium","NA","UTAHDWQ_WQX-4992210","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.741615583","-111.675487468","UT16020204-013_00","Parleys Canyon Creek-2","1C,2B,3A","NA","NA","NA","NA",2,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-4993100","Big Cottonwood Creek and tributaries, from Big Cottonwood Water Treatment Plant to headwaters","40.618554798","-111.781593257","UT16020204-020_00","Big Cottonwood Creek-2","1C,2B,3A","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-4997300","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.55412408","-111.431579","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-4997675","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.61708488","-111.4321258","UT16020203-016_00","McHenry Creek","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"1C","Cadmium","NA","UTAHDWQ_WQX-5913220","Deer Creek Reservoir","40.4091227","-111.5235227","UT-L-16020203-001_00","Deer Creek Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5913230","Deer Creek Reservoir","40.42523752","-111.5037958","UT-L-16020203-001_00","Deer Creek Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5913630","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.48412029","-111.4651817","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5914010","Jordanelle Reservoir","40.600785","-111.4157456","UT-L-16020203-003_00","Jordanelle Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5937650","Red Fleet Reservoir","40.57524053","-109.4226399","UT-L-14060010-008_00","Red Fleet Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5952560","Lake Powell (Utah portion)","37.139718777","-110.954038262","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5952590","Lake Powell (Utah portion)","37.168325059","-110.817919862","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5952770","Lake Powell (Utah portion)","37.471936339","-110.726531144","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",2,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5952910","Lake Powell (Utah portion)","37.721651856","-110.471249104","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",3,0,"idNE"
"1C","Cadmium","NA","UTAHDWQ_WQX-5952920","Lake Powell (Utah portion)","37.85415504","-110.40180504","UT-L-14070006-001_00","Lake Powell","1C,2A,3B,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4905440","Blacksmith Fork and tributaries, from confluence with Logan River to headwaters","41.62659947","-111.800776991","UT16010203-020_00","Blacksmiths Fork-1","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4908740","Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)","40.901926792","-110.830040779","UT16010101-021_00","Bear River-6","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4908747","Bear River and tributaries in Rich County","41.896542586","-111.132052841","UT16010101-001_00","Bear River West","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4909850","Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)","40.912727219","-110.829621258","UT16010101-021_00","Bear River-6","2B,3A,4","NA","NA","NA","NA",8,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4923810","Pineview Reservoir","41.25522309","-111.8399354","UT-L-16020102-014_00","Pineview Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4924650","All tributaries to Pineview Reservoir","41.3135","-111.84093","UT16020102-006_00","North Fork Ogden River","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4924660","All tributaries to Pineview Reservoir","41.287722337","-111.777165318","UT16020102-009_00","Middle Fork Ogden River","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4924670","All tributaries to Pineview Reservoir","41.247163497","-111.763269633","UT16020102-010_00","South Fork Ogden River-1","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4924680","All tributaries to Pineview Reservoir","41.249104182","-111.7599384","UT16020102-010_00","South Fork Ogden River-1","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4925910","Lost Creek Reservoir","41.185777451","-111.398533184","UT-L-16020101-003_00","Lost Creek Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4926130","Echo Reservoir","40.964115836","-111.428534561","UT-L-16020101-001_00","Echo Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4926400","Weber River and tributaries, from Stoddard diversion to headwaters","40.911894081","-111.406312408","UT16020101-017_00","Weber River-8","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4927250","Weber River and tributaries, from Stoddard diversion to headwaters","40.752894672","-111.374329516","UT16020101-021_00","Weber Upper Tributaries-4","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4930524","Huntington Creek and tributaries, from Highway U-10 crossing to headwaters","39.338859731","-110.961892477","UT14060009-004_00","Huntington Creek-2","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4931040","Joe's Valley Reservoir","39.289133679","-111.271561491","UT-L-14060009-017_00","Joes Valley Reservoir","2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4931190","Electric Lake","39.600933755","-111.213174466","UT-L-14060009-025_00","Electric Lake","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933115","Range Creek and tributaries, from confluence with Green River to Range Creek Ranch","39.314495972","-110.120729111","UT14060005-006_00","Range Creek Lower","2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933500","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","40.027190094","-109.732922331","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933524","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","39.884297522","-109.651248696","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",13,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933532","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","39.661825462","-109.550658158","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933771","Bitter Creek and Tributaries from White River to Headwaters","39.753382008","-109.355316519","UT14050007-002_00","Bitter Creek Lower","2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4933810","Bitter Creek and Tributaries from White River to Headwaters","39.693299035","-109.280811187","UT14050007-005_00","Bitter Creek Upper","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4935500","Upper Stillwater Reservoir","40.561444222","-110.701050927","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4935920","Moon Lake","40.563303441","-110.488768046","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936050","Starvation Reservoir","40.19217671","-110.4430696","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936120","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.240509257","-110.411542856","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",8,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",5,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4937550","Steinaker Reservoir","40.507458625","-109.53180737","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",15,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",9,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",13,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4939500","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.92105","-110.40234","UT14040107-005_00","East Fork Smiths Fork","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4949732","Sevier River and tributaries, from Annabella diversion to headwaters","37.867749192","-112.570519737","UT16030001-014_00","Threemile Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4949745","Sevier River and tributaries, from Annabella diversion to headwaters","37.97545","-111.91309","UT16030002-006_00","East Fork Sevier-3","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4951150","North Fork Virgin River and tributaries","37.339094454","-112.842883384","UT15010008-015_00","North Fork Virgin River-1","1C,2A,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4954080","Deer Creek and tributaries, from confluence with Boulder Creek to headwaters","37.853877008","-111.355172281","UT14070005-008_00","Deer Creek-Escalante","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4954775","Fremont River and tributaries, through Capitol Reef National Park to headwaters","38.297759189","-111.298509035","UT14070003-008_00","Fremont River-3","1C,2A,3A,4","NA","NA","NA","NA",5,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4960230","Settlement Canyon Creek and tributaries, Tooele County","40.505781112","-112.291053299","UT16020304-006_00","Settlement Canyon Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4990380","Barnard Creek and tributaries, from Highway US-89 to headwaters","40.931885812","-111.871045153","UT16020102-043_00","Barnard Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4990620","Stone Creek and tributaries, from Farmington Bay Waterfowl Management Area to U.S. National Forest boundary","40.89308","-111.852706","UT16020102-046_00","Stone Creek-1","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4991950","City Creek, from City Creek Water Treatment Plant to headwaters","40.815311","-111.830628","UT16020204-010_00","City Creek-2","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992140","Emigration Creek and tributaries, from 1100 East in Salt Lake City to headwaters","40.749386875","-111.811599662","UT16020204-033_00","Emigration Creek Lower","2B,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992160","Emigration Creek and tributaries, from 1100 East in Salt Lake City to headwaters","40.785964886","-111.715771223","UT16020204-012_00","Emigration Creek","2B,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992170","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.761895491","-111.708262142","UT16020204-014_00","Mountain Dell Creek-1","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992180","Little Dell Reservoir","40.770500454","-111.703542711","UT-L-16020204-026_00","Little Dell Reservoir","1C,2B,3A","NA","NA","NA","NA",1,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992190","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.800226649","-111.68132101","UT16020204-015_00","Mountain Dell Creek-2","1C,2B,3A","NA","NA","NA","NA",3,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992200","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.765775944","-111.707154043","UT16020204-014_00","Mountain Dell Creek-1","1C,2B,3A","NA","NA","NA","NA",3,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992210","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.741615583","-111.675487468","UT16020204-013_00","Parleys Canyon Creek-2","1C,2B,3A","NA","NA","NA","NA",2,0,"idNE"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992230","Parley's Creek and tributaries, from 1300 East in Salt Lake City to Mountain Dell Reservoir","40.711612919","-111.810489675","UT16020204-025_00","Parleys Canyon Creek-1","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992560","Mill Creek (Salt Lake County) and tributaries from Interstate Highway 15 to headwaters","40.70453","-111.87859","UT16020204-017_00","Mill Creek2-SLCity","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Aluminum","Acute","UTAHDWQ_WQX-4992640","Mill Creek (Salt Lake County) and tributaries from Interstate Highway 15 to headwaters","40.690227158","-111.77632327","UT16020204-018_00","Mill Creek3-SLCity","2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
